14,0.089794699777
18,0.072065822518
32,0.0589645422455
13,0.0578581338579
23,0.0564707328638
25,0.0563038935038
19,0.055048207794
1,0.054714529074
28,0.0497444723486
9,0.0490858959274
34,0.048286823203
24,0.0409985774749
6,0.0402434098453
5,0.0380569361269
7,0.0379164398237
30,0.0376003231415
33,0.035598250821
10,0.0340966965807
20,0.0333239669131
17,0.0287490560405
26,0.0247273493616
22,0.000351240757978
43,0.0
102,0.0
70,0.0
79,0.0
67,0.0
113,0.0
72,0.0
47,0.0
68,0.0
115,0.0
52,0.0
121,0.0
46,0.0
44,0.0
48,0.0
75,0.0
104,0.0
120,0.0
81,0.0
71,0.0
101,0.0
114,0.0
103,0.0
109,0.0
108,0.0
61,0.0
111,0.0
122,0.0
100,0.0
50,0.0
76,0.0
78,0.0
123,0.0
62,0.0
77,0.0
42,0.0
69,0.0
66,0.0
63,0.0
40,0.0
90,0.0
73,0.0
106,0.0
105,0.0
45,0.0
41,0.0
110,0.0
94,0.0
84,0.0
49,0.0
60,0.0
83,0.0
107,0.0
112,0.0
88,0.0
