125.0,1.0
511.0,0.0
389.0,0.0
101.0,0.0
567.0,0.0
109.0,0.0
198.0,0.0
916.0,0.0
113.0,0.0
782.0,0.0
321.0,0.0
415.0,0.0
266.0,0.0
637.0,0.0
406.0,0.0
792.0,0.0
223.0,0.0
462.0,0.0
333.0,0.0
259.0,0.0
793.0,0.0
705.0,0.0
106.0,0.0
398.0,0.0
382.0,0.0
639.0,0.0
748.0,0.0
205.0,0.0
114.0,0.0
638.0,0.0
105.0,0.0
199.0,0.0
905.0,0.0
379.0,0.0
117.0,0.0
269.0,0.0
411.0,0.0
254.0,0.0
397.0,0.0
421.0,0.0
439.0,0.0
568.0,0.0
725.0,0.0
404.0,0.0
115.0,0.0
443.0,0.0
384.0,0.0
681.0,0.0
779.0,0.0
301.0,0.0
338.0,0.0
749.0,0.0
175.0,0.0
500.0,0.0
729.0,0.0
433.0,0.0
419.0,0.0
417.0,0.0
277.0,0.0
399.0,0.0
267.0,0.0
168.0,0.0
508.0,0.0
438.0,0.0
405.0,0.0
396.0,0.0
209.0,0.0
383.0,0.0
388.0,0.0
343.0,0.0
339.0,0.0
159.0,0.0
412.0,0.0
750.0,0.0
739.0,0.0
221.0,0.0
418.0,0.0
759.0,0.0
386.0,0.0
441.0,0.0
367.0,0.0
256.0,0.0
153.0,0.0
203.0,0.0
410.0,0.0
349.0,0.0
455.0,0.0
211.0,0.0
380.0,0.0
408.0,0.0
457.0,0.0
213.0,0.0
157.0,0.0
258.0,0.0
394.0,0.0
357.0,0.0
478.0,0.0
466.0,0.0
744.0,0.0
234.0,0.0
451.0,0.0
505.0,0.0
416.0,0.0
503.0,0.0
708.0,0.0
661.0,0.0
723.0,0.0
391.0,0.0
707.0,0.0
233.0,0.0
799.0,0.0
847.0,0.0
224.0,0.0
494.0,0.0
424.0,0.0
409.0,0.0
401.0,0.0
403.0,0.0
430.0,0.0
422.0,0.0
718.0,0.0
420.0,0.0
360.0,0.0
303.0,0.0
760.0,0.0
569.0,0.0
531.0,0.0
665.0,0.0
501.0,0.0
366.0,0.0
387.0,0.0
566.0,0.0
502.0,0.0
307.0,0.0
649.0,0.0
544.0,0.0
390.0,0.0
515.0,0.0
204.0,0.0
361.0,0.0
231.0,0.0
878.0,0.0
461.0,0.0
201.0,0.0
313.0,0.0
817.0,0.0
596.0,0.0
395.0,0.0
490.0,0.0
922.0,0.0
818.0,0.0
464.0,0.0
493.0,0.0
918.0,0.0
363.0,0.0
335.0,0.0
243.0,0.0
305.0,0.0
426.0,0.0
263.0,0.0
425.0,0.0
640.0,0.0
347.0,0.0
407.0,0.0
268.0,0.0
428.0,0.0
402.0,0.0
432.0,0.0
858.0,0.0
537.0,0.0
809.0,0.0
742.0,0.0
762.0,0.0
489.0,0.0
197.0,0.0
377.0,0.0
521.0,0.0
442.0,0.0
510.0,0.0
437.0,0.0
241.0,0.0
214.0,0.0
164.0,0.0
170.0,0.0
434.0,0.0
565.0,0.0
625.0,0.0
848.0,0.0
570.0,0.0
181.0,0.0
812.0,0.0
414.0,0.0
588.0,0.0
112.0,0.0
344.0,0.0
177.0,0.0
594.0,0.0
711.0,0.0
273.0,0.0
844.0,0.0
683.0,0.0
475.0,0.0
507.0,0.0
876.0,0.0
509.0,0.0
264.0,0.0
591.0,0.0
244.0,0.0
